name,weight,measure,protein-gm,protein-unit,protein-value,fat-gm,fat-unit,fat-value,carb-gm,carb-unit,carb-value
"Beef, New Zealand, imported, variety meats and by-products, kidney, raw",113.0,4.0 oz,15.68,g,17.72,2.64,g,2.98,0.0,g,0.00
"Beef, New Zealand, imported, variety meats and by-products, liver, raw",113.0,4.0 oz,20.5,g,23.16,4.05,g,4.58,3.6,g,4.07
"Beef, New Zealand, imported, variety meats and by-products, tongue, cooked, boiled",85.0,3.0 oz,18.31,g,15.56,20.34,g,17.29,3.68,g,3.13
"Beef, New Zealand, imported, variety meats and by-products, tongue, raw",113.0,4.0 oz,17.77,g,20.08,19.09,g,21.57,0.0,g,0.00
"Beef, New Zealand, imported, variety meats and by-products, tripe cooked, boiled",85.0,3.0 oz,19.0,g,16.15,2.98,g,2.53,0.0,g,0.00
"Beef, New Zealand, imported, variety meats and by-products, tripe uncooked, raw",113.0,4.0 oz,14.86,g,16.79,1.98,g,2.24,0.0,g,0.00
"Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",85.0,3.0 oz,29.36,g,24.96,14.2,g,12.07,0.0,g,0.00
"Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, all grades, raw",85.0,3.0 oz,20.38,g,17.32,11.71,g,9.95,0.0,g,0.00
"Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",85.0,3.0 oz,28.9,g,24.56,15.3,g,13.00,0.0,g,0.00
"Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, choice, raw",85.0,3.0 oz,20.06,g,17.05,12.78,g,10.86,0.0,g,0.00
"Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",85.0,3.0 oz,30.06,g,25.55,12.54,g,10.66,0.0,g,0.00
"Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, select, raw",85.0,3.0 oz,20.87,g,17.74,10.11,g,8.59,0.0,g,0.00
"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",85.0,3.0 oz,29.99,g,25.49,12.69,g,10.79,0.0,g,0.00
"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, all grades, raw",85.0,3.0 oz,21.17,g,17.99,8.82,g,7.50,0.0,g,0.00
"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",85.0,3.0 oz,29.56,g,25.13,13.72,g,11.66,0.0,g,0.00
"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, choice, raw",85.0,3.0 oz,20.89,g,17.76,9.76,g,8.30,0.0,g,0.00
"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, select, cooked, grilled",85.0,3.0 oz,30.64,g,26.04,11.16,g,9.49,0.0,g,0.00
"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, select, raw",85.0,3.0 oz,21.61,g,18.37,7.41,g,6.30,0.0,g,0.00
"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",85.0,3.0 oz,27.06,g,23.00,20.47,g,17.40,0.0,g,0.00
"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, all grades, raw",85.0,3.0 oz,17.98,g,15.28,17.59,g,14.95,0.35,g,0.30
"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",85.0,3.0 oz,26.46,g,22.49,21.62,g,18.38,0.0,g,0.00
"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, choice, raw",85.0,3.0 oz,17.69,g,15.04,18.44,g,15.67,0.35,g,0.30
"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",85.0,3.0 oz,27.95,g,23.76,18.75,g,15.94,0.0,g,0.00
"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, select, raw",85.0,3.0 oz,18.43,g,15.67,16.31,g,13.86,0.36,g,0.31
"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",85.0,3.0 oz,27.68,g,23.53,19.01,g,16.16,0.0,g,0.00
"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, all grades, raw",85.0,3.0 oz,18.74,g,15.93,14.53,g,12.35,0.19,g,0.16
"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",85.0,3.0 oz,27.03,g,22.98,20.28,g,17.24,0.0,g,0.00
"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, choice, raw",85.0,3.0 oz,18.47,g,15.70,15.26,g,12.97,0.17,g,0.14
"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, select, cooked, grilled",85.0,3.0 oz,28.65,g,24.35,17.1,g,14.54,0.0,g,0.00
"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, select, raw",85.0,3.0 oz,19.14,g,16.27,13.44,g,11.42,0.23,g,0.20
"Beef, plate, inside skirt steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",85.0,3.0 oz,26.13,g,22.21,12.05,g,10.24,0.0,g,0.00
"Beef, plate, inside skirt steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",85.0,3.0 oz,26.66,g,22.66,10.06,g,8.55,0.0,g,0.00
"Beef, plate, outside skirt steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",85.0,3.0 oz,23.51,g,19.98,17.13,g,14.56,0.0,g,0.00
"Beef, plate, outside skirt steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",85.0,3.0 oz,24.18,g,20.55,14.37,g,12.21,0.0,g,0.00
"Beef, retail cuts, separable fat, cooked",28.35,1.0 oz,10.65,g,3.02,70.33,g,19.94,0.0,g,0.00
"Beef, retail cuts, separable fat, raw",28.35,1.0 oz,8.21,g,2.33,70.89,g,20.10,0.0,g,0.00
"Beef, rib eye roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",85.0,3.0 oz,23.47,g,19.95,22.91,g,19.47,0.0,g,0.00
"Beef, rib eye roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",85.0,3.0 oz,23.53,g,20.00,23.61,g,20.07,0.0,g,0.00
"Beef, rib eye roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",85.0,3.0 oz,23.36,g,19.86,21.85,g,18.57,0.0,g,0.00
"Beef, rib eye roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, roasted",85.0,3.0 oz,27.12,g,23.05,13.64,g,11.59,0.0,g,0.00
"Beef, rib eye roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, roasted",85.0,3.0 oz,27.18,g,23.10,14.55,g,12.37,0.0,g,0.00
"Beef, rib eye roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",85.0,3.0 oz,27.03,g,22.98,12.29,g,10.45,0.0,g,0.00
"Beef, rib eye roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",85.0,3.0 oz,24.3,g,20.66,21.66,g,18.41,0.0,g,0.00
"Beef, rib eye roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",85.0,3.0 oz,23.92,g,20.33,22.98,g,19.53,0.0,g,0.00
"Beef, rib eye roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",85.0,3.0 oz,24.85,g,21.12,19.68,g,16.73,0.0,g,0.00
"Beef, rib eye roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, roasted",85.0,3.0 oz,28.21,g,23.98,11.68,g,9.93,0.0,g,0.00
"Beef, rib eye roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, roasted",85.0,3.0 oz,27.87,g,23.69,13.01,g,11.06,0.0,g,0.00
"Beef, rib eye roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",85.0,3.0 oz,28.72,g,24.41,9.68,g,8.23,0.0,g,0.00
"Beef, rib eye steak, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",85.0,3.0 oz,22.9,g,19.46,24.2,g,20.57,0.0,g,0.00
"Beef, rib eye steak, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",85.0,3.0 oz,22.71,g,19.30,24.7,g,21.00,0.0,g,0.00
"Beef, rib eye steak, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",85.0,3.0 oz,23.19,g,19.71,23.47,g,19.95,0.0,g,0.00
"Beef, rib eye steak, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled",85.0,3.0 oz,27.4,g,23.29,12.43,g,10.57,0.0,g,0.00
"Beef, rib eye steak, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",85.0,3.0 oz,27.03,g,22.98,13.44,g,11.42,0.0,g,0.00
"Beef, rib eye steak, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",85.0,3.0 oz,27.96,g,23.77,10.91,g,9.27,0.0,g,0.00
"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",85.0,3.0 oz,24.85,g,21.12,19.02,g,16.17,0.0,g,0.00
"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, raw",85.0,3.0 oz,19.26,g,16.37,16.71,g,14.20,0.12,g,0.10
"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",85.0,3.0 oz,23.89,g,20.31,21.1,g,17.94,0.0,g,0.00
"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, choice, raw",85.0,3.0 oz,18.69,g,15.89,18.43,g,15.67,0.2,g,0.17
"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",85.0,3.0 oz,26.29,g,22.35,15.9,g,13.52,0.0,g,0.00
"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, select, raw",85.0,3.0 oz,20.12,g,17.10,14.14,g,12.02,0.0,g,0.00
"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",85.0,3.0 oz,28.11,g,23.89,10.37,g,8.81,0.0,g,0.00
"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, raw",85.0,3.0 oz,21.85,g,18.57,7.41,g,6.30,0.0,g,0.00
"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",85.0,3.0 oz,27.39,g,23.28,11.75,g,9.99,0.0,g,0.00
"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, raw",85.0,3.0 oz,21.44,g,18.22,8.5,g,7.22,0.0,g,0.00
"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, cooked, grilled",85.0,3.0 oz,29.18,g,24.80,8.31,g,7.06,0.0,g,0.00
"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, raw",85.0,3.0 oz,22.46,g,19.09,5.78,g,4.91,0.0,g,0.00
"Beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",85.0,3.0 oz,23.69,g,20.14,21.81,g,18.54,0.0,g,0.00
"Beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",85.0,3.0 oz,22.92,g,19.48,23.52,g,19.99,0.0,g,0.00
"Beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",85.0,3.0 oz,24.83,g,21.11,19.25,g,16.36,0.0,g,0.00
"Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled",85.0,3.0 oz,27.97,g,23.77,10.57,g,8.98,0.0,g,0.00
"Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",85.0,3.0 oz,27.3,g,23.20,11.97,g,10.17,0.0,g,0.00
"Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",85.0,3.0 oz,28.98,g,24.63,8.48,g,7.21,0.0,g,0.00
"Beef, rib eye steak/roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",85.0,3.0 oz,18.13,g,15.41,20.31,g,17.26,0.0,g,0.00
"Beef, rib eye steak/roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, raw",85.0,3.0 oz,17.92,g,15.23,20.96,g,17.82,0.0,g,0.00
"Beef, rib eye steak/roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, raw",85.0,3.0 oz,18.44,g,15.67,19.34,g,16.44,0.0,g,0.00
"Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, raw",85.0,3.0 oz,21.22,g,18.04,9.04,g,7.68,0.0,g,0.00
"Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",85.0,3.0 oz,20.93,g,17.79,9.97,g,8.47,0.0,g,0.00
"Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, select, raw",85.0,3.0 oz,21.65,g,18.40,7.64,g,6.49,0.0,g,0.00
"Beef, rib eye steak/roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",85.0,3.0 oz,18.85,g,16.02,18.73,g,15.92,0.0,g,0.00
"Beef, rib eye steak/roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, raw",85.0,3.0 oz,18.39,g,15.63,19.95,g,16.96,0.0,g,0.00
"Beef, rib eye steak/roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, raw",85.0,3.0 oz,19.55,g,16.62,16.9,g,14.36,0.0,g,0.00
"Beef, rib eye steak/roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, raw",85.0,3.0 oz,21.99,g,18.69,7.54,g,6.41,0.0,g,0.00
"Beef, rib eye steak/roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",85.0,3.0 oz,21.62,g,18.38,8.29,g,7.05,0.0,g,0.00
"Beef, rib eye steak/roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, raw",85.0,3.0 oz,22.55,g,19.17,6.41,g,5.45,0.0,g,0.00
"Beef, rib eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",85.0,3.0 oz,27.27,g,23.18,14.74,g,12.53,0.0,g,0.00
"Beef, rib eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, select, cooked, broiled",85.0,3.0 oz,27.95,g,23.76,12.71,g,10.80,0.0,g,0.00
"Beef, rib eye, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, select, raw",85.0,3.0 oz,21.17,g,17.99,6.57,g,5.58,0.0,g,0.00
"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",85.0,3.0 oz,24.23,g,20.60,29.21,g,24.83,0.0,g,0.00
"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, all grades, raw",85.0,3.0 oz,16.15,g,13.73,28.42,g,24.16,0.78,g,0.66
"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",85.0,3.0 oz,23.34,g,19.84,30.95,g,26.31,0.0,g,0.00
"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, choice, raw",85.0,3.0 oz,15.75,g,13.39,29.89,g,25.41,0.9,g,0.76
"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",85.0,3.0 oz,25.56,g,21.73,26.59,g,22.60,0.0,g,0.00
"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, select, raw",85.0,3.0 oz,16.75,g,14.24,26.23,g,22.30,0.6,g,0.51
"Beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",85.0,3.0 oz,28.36,g,24.11,20.57,g,17.48,0.0,g,0.00
"Beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, all grades, raw",85.0,3.0 oz,19.11,g,16.24,17.91,g,15.22,0.46,g,0.39
"Beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, choice, cooked, braised",85.0,3.0 oz,27.75,g,23.59,21.72,g,18.46,0.0,g,0.00
"Beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, choice, raw",85.0,3.0 oz,18.72,g,15.91,19.36,g,16.46,0.64,g,0.54
"Beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, select, cooked, braised",85.0,3.0 oz,29.28,g,24.89,18.84,g,16.01,0.0,g,0.00
"Beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, select, raw",85.0,3.0 oz,19.71,g,16.75,15.73,g,13.37,0.2,g,0.17
"Beef, rib, eye, small end (ribs 10- 12) separable lean only, trimmed to 0"" fat, select, cooked, broiled",85.0,3.0 oz,29.93,g,25.44,6.05,g,5.14,0.0,g,0.00
"Beef, rib, eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled",85.0,3.0 oz,26.58,g,22.59,16.76,g,14.25,0.0,g,0.00
"Beef, rib, eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, choice, raw",28.35,1.0 oz,17.51,g,4.96,22.07,g,6.26,0.0,g,0.00
"Beef, rib, eye, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, choice, cooked, broiled",85.0,3.0 oz,28.88,g,24.55,9.01,g,7.66,0.0,g,0.00
"Beef, rib, eye, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, choice, raw",28.35,1.0 oz,20.13,g,5.71,8.3,g,2.35,0.0,g,0.00
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",85.0,3.0 oz,22.8,g,19.38,30.49,g,25.92,0.0,g,0.00
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",85.0,3.0 oz,23.48,g,19.96,25.54,g,21.71,0.0,g,0.00
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",85.0,3.0 oz,21.55,g,18.32,27.22,g,23.14,0.0,g,0.00
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",85.0,3.0 oz,23.01,g,19.56,28.51,g,24.23,0.0,g,0.00
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, all grades, raw",28.35,1.0 oz,16.26,g,4.61,27.29,g,7.74,0.0,g,0.00
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",85.0,3.0 oz,20.86,g,17.73,31.18,g,26.50,0.0,g,0.00
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",85.0,3.0 oz,22.5,g,19.12,31.28,g,26.59,0.0,g,0.00
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, choice, raw",28.35,1.0 oz,16.03,g,4.54,29.34,g,8.32,0.0,g,0.00
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",85.0,3.0 oz,20.65,g,17.55,34.97,g,29.72,0.0,g,0.00
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted",85.0,3.0 oz,22.86,g,19.43,32.74,g,27.83,0.0,g,0.00
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, prime, raw",28.35,1.0 oz,15.77,g,4.47,33.26,g,9.43,0.0,g,0.00
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",85.0,3.0 oz,21.55,g,18.32,25.71,g,21.85,0.0,g,0.00
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",85.0,3.0 oz,23.4,g,19.89,25.84,g,21.96,0.0,g,0.00
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, select, raw",28.35,1.0 oz,16.52,g,4.68,24.85,g,7.04,0.0,g,0.00
"Beef, rib, large end (ribs 6-9), separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",85.0,3.0 oz,27.53,g,23.40,13.4,g,11.39,0.0,g,0.00
"Beef, rib, large end (ribs 6-9), separable lean only, trimmed to 0"" fat, choice, cooked, roasted",85.0,3.0 oz,27.53,g,23.40,15.0,g,12.75,0.0,g,0.00
"Beef, rib, large end (ribs 6-9), separable lean only, trimmed to 0"" fat, select, cooked, roasted",85.0,3.0 oz,27.53,g,23.40,11.4,g,9.69,0.0,g,0.00
"Beef, rib, shortribs, separable lean and fat, choice, cooked, braised",85.0,3.0 oz,21.57,g,18.33,41.98,g,35.68,0.0,g,0.00
"Beef, rib, shortribs, separable lean and fat, choice, raw",28.35,1.0 oz,14.4,g,4.08,36.23,g,10.27,0.0,g,0.00
"Beef, rib, shortribs, separable lean only, choice, cooked, braised",121.0,"1.0 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",30.76,g,37.22,18.13,g,21.94,0.0,g,0.00
"Beef, rib, shortribs, separable lean only, choice, raw",28.35,1.0 oz,19.05,g,5.40,10.19,g,2.89,0.0,g,0.00
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",85.0,3.0 oz,27.27,g,23.18,14.74,g,12.53,0.0,g,0.00
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled",85.0,3.0 oz,24.73,g,21.02,22.84,g,19.41,0.0,g,0.00
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, select, cooked, broiled",85.0,3.0 oz,24.91,g,21.17,19.79,g,16.82,0.0,g,0.00
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",85.0,3.0 oz,25.85,g,21.97,20.04,g,17.03,0.0,g,0.00
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",85.0,3.0 oz,22.54,g,19.16,27.14,g,23.07,0.0,g,0.00
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, raw",28.35,1.0 oz,19.33,g,5.48,19.06,g,5.40,0.0,g,0.00
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",85.0,3.0 oz,24.53,g,20.85,22.09,g,18.78,0.0,g,0.00
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",85.0,3.0 oz,22.28,g,18.94,29.21,g,24.83,0.0,g,0.00
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, choice, raw",28.35,1.0 oz,19.09,g,5.41,20.13,g,5.71,0.0,g,0.00
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",85.0,3.0 oz,24.13,g,20.51,27.86,g,23.68,0.0,g,0.00
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted",85.0,3.0 oz,22.15,g,18.83,35.12,g,29.85,0.0,g,0.00
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, prime, raw",28.35,1.0 oz,16.74,g,4.75,29.18,g,8.27,0.0,g,0.00
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",85.0,3.0 oz,27.17,g,23.09,18.0,g,15.30,0.0,g,0.00
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",85.0,3.0 oz,22.76,g,19.35,25.02,g,21.27,0.0,g,0.00
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, select, raw",85.0,3.0 oz,19.56,g,16.63,18.0,g,15.30,0.0,g,0.00
"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",85.0,3.0 oz,29.41,g,25.00,7.53,g,6.40,0.0,g,0.00
